,Unnamed: 0,Customer_name,Date,Rating,Review_Title,Review,Sentimens,normal
46,46,Hana fitria,Apr 2021,5.0,ulang tahun pernikahan,"Melia hotel nusa dua bali the best,sukaaa banget menginap disini, tempatnya nyaman , suana hotel yang asri, fasilitas lengkap, pelayanan memuaskan cocok sekali untuk refresh . Next berkunjung lagi🥰🥰👍",Positive,melia hotel nusa bal the best sukaaa banget inap sini tempat nyaman suana hotel asri fasilitas lengkap layan muas cocok refresh lanjut kunjung lagi
47,47,Filia P,Mar 2021,5.0,Rumah ke 2 kami,Stay di hotel ini slama 2 bulan lebih.. sudh berasa seperti rumah sendiri krna semua staf nya ramaah dan baik sekali Dear bu dayu bu sasih n friend's..big thanks buat ibuk2 di kidsclub yg udah bntuin dan ngejagain cica slama ini dengan sangat sabar dan perhatian.. dgan adany fasilitas kidsclub ini membuat kami smakin betah stay di melia.ga perlu worry ttg covid krna di kidsclub ini sangat menerapkan protokol covid19. Firsttime ikut NYEPI di bali..n stay di melia.. Seneng bget n seruu ikutin acra carnavalnya..  Next semoga kami bisa stay lg di melia.. Terimakasiii🙏🙏 ,Positive,stay hotel selama lebih sudh asa rumah krna staf nya ramaah dear bu dayu bu sasih friend big terima kasih ibuk2 kidsclub yang sudah bntuin ngejagain cica selama sabar perhati dgan adany fasilitas kidsclub smakin betah stay melia tidak worry tentang covid krna kidsclub terap protokol covid19 firsttime nyepi bal stay melia neng bget seruu ikutin acra carnavalnya lanjut moga stay lagi melia terimakasiii
48,48,selvimartharina,Mar 2021,4.0,Staycation,"All staff sangat ramah, untuk fasilitas lengkap, dan kebersihan kamarnya super oke. Cuma mungkin bisa lebih diperhatikan dan ditingkatkan untuk tambahan extra bed nya tidak enak (terlalu melengkung kedalam mungkin sudah terlalu tua). Tapi untuk overall menginap di Melia is a best choice.",Positive,all staff ramah fasilitas lengkap bersih kamar super oke cuma perhati tingkat tambah extra bed nya enak terlalu lengkung dalam tua tapi overall inap melia is best choice
49,49,hendralatif,Mar 2021,5.0,sangat baik dan luar biasa,"Saya menginap di melia selama 2 hari bersama keluarga (istri, anak, orang tua dan adik. Kami benar2 merasakan dan menikmati pelayanan dan fasilitas yg sangat baik. Staff dan team yg sangat ramah dan peduli ",Positive,saya inap melia keluarga istri anak orang tua adik kami benar2 rasa nikmat layan fasilitas yang baik staff team yang ramah peduli
50,50,Leoni,Feb 2021,5.0,Staycation,"Hotel luas, pelayanan ramah dan proses check in cepat. Anak paling happy main di kidsclub, penjaganya ramah dan ngemong. Apalagi ada movie night free popcorn.  Makanan buffet tapi diambilkan oleh petugas, lumayan banyak pilihan. Free main kano 1jam per hari, asik banget. Ada persewaan sepeda juga buat keliling pantai.  Dapat upgrade ke Lagoon access, puas berenang deh. Dapat surprise birthday cake yang super enakk,  thanks Melia Bali!",Positive,hotel luas layan ramah proses check in cepat anak bahagia main kidsclub jaga ramah ngemong apalagi movie night free popcorn makan buffet ambil tugas lumayan pilih free main kano 1jam hari asik banget ada sewa sepeda keliling pantai dapat upgrade lagoon access puas renang deh dapat surprise birthday cake super enakk terima kasih melia bal
51,51,riananggiqueena,Feb 2021,5.0,Superb,"Seluruh pelayanan mulai dari saya tiba sampai saya check out, saya mendapatkan pelayanan yang bisa dibilang superb, staff yang super ramah. sungguh ini pelayanan yang terbaik yang pernah saya dapatkan.",Positive,seluruh layan check out layan bilang superb staff super ramah sungguh layan baik dapat
52,52,Gaby M,Feb 2021,5.0,Lagoon Access Junior Suite,"Htl nya bagus... Kamar & lagoon nya juga bagus Ada lampu"" di lagoon nya jd di malam hari juga bagus Ada promo free upgrade juga ke Lagoon Suite sampai Juni 2021 Puas deh stay di Melia Nusa Dua Terima kasih 👍🙏😊",Positive,htl nya bagus kamar lagoon nya bagus ada lampu lagoon nya jadi malam bagus ada promo free upgrade lagoon suite juni 2021 puas deh stay melia nusa dua terima kasih
53,53,Syahrul Azmi,Feb 2021,5.0,Sangat memuaskan,"Staff yang ramah dan informatif juga sangat sigap, banyak watersport yang gratis di hotel ini, pantai yang bagus, kids friendly, ada kids club buat anak anak, sangat cocok untuk liburan membawa keluarga",Positive,staff ramah informatif sigap watersport gratis hotel ini pantai bagus kids friendly kids club anak anak cocok libur bawa keluarga
54,54,Andro P,Feb 2021,5.0,Superb family hotel,"Hotelnya sangat bagus, terutama service dan fasilitasnya sangat baik... fasilitas untuk anak2 dari movie night,sepeda, tempat makan dan suasananya sangat baik. Sangat puas menginap di sini... saya akan kembali lagi",Positive,hotel bagus service fasilitas baik fasilitas anak2 movie night sepeda makan suasana baik sangat puas inap sini
55,55,Hary W,Feb 2021,5.0,Hotel 5 terbaik pada zamannya,"Memang terasa bagusnya hotel ini. Hotel ini sudah ada dari awal pengembangan wilayah wisata nusa dua. Kamar hotel dengan akses langsung ke kolam renang. Air kolam renang tidak terasa dingin sehibgga cocok untuk berenag kapan saja. Pantai yang bersih dan terawat cocok untuk bersantai sambil makan atau minum. Malam hari lebih terasa suasana santainya di pantai dengan live musik dan lampu lampu juga api unggunnya.  Area hotel cukup luas mencakup taman, kolam renang, pantai, kids zone, dll. Kita dapat meminjam sepeda dan kano. Untuk lari dan jalan pagi atau sore bisa memytari area hotel atau menelusuri jalur pantai.  Pelayanan ramah yang selalu menyambut tamu. Breakfast enak dan menu yg selalu berganti setiap hari membuat tamu yang long stay tidak bosan. Rotinya almondnya enak…",Positive,memang bagus hotel ini hotel kembang wilayah wisata nusa dua kamar hotel akses langsung kolam renang air kolam renang dingin sehibgga cocok berenag saja pantai bersih awat cocok santa makan minum malam suasana santai pantai live musik lampu lampu api unggun area hotel luas cakup taman kolam renang pantai kids zone dan lain-lain kita pinjam sepeda kano untuk lari jalan pagi sore memytari area hotel telusur jalur pantai layan ramah sambut tamu breakfast enak menu yang ganti tamu long stay bosan roti almondnya enak
56,56,anafmelissa,Feb 2021,5.0,Memuaskan,"Sangat menyenangkan menginap disini. Staffnya ramah, friendly dan pelayanan tidak kaku. Tempatnya nyaman dan bersih. I really enjoy the hotel. Dekaat dengan laut. Saya akan kembali menginap disini.. Terimakasi melia",Positive,sangat senang inap sini staffnya ramah friendly layan kaku tempat nyaman bersih really enjoy the hotel dekaat laut saya inap sini terimakasi melia
57,57,Kadek Dina,Jan 2021,4.0,Liburan sehat,"Staff ramah dan sangat perhatian Kamar bersih Protokol kesehatan dan keamanan sangat diperhatikan Aktivitasnya lengkap mulai dari kids play., bersepeda dll  Bapak sumartha dkk Terima kasih telah memberikan service terbaik",Positive,staff ramah perhati kamar bersih protokol sehat aman perhati aktivitas lengkap kids play sepeda dan lain-lain bapak sumartha dan kawan-kawan terima kasih service baik
58,58,Sabrina Elsa,Jan 2021,5.0,Liburan Kala Pandemi,"Melia Bali nggak mengecewakan sama sekali, lebih dari ekspektasi kata aku mah. Pelayanannya dua jempol, banyak sekali kegiatan yang bisa aku lakuin di hotel ini, dari canoeing, sepedaan keliling ITDC seru sekali pokoknya. Dan kebetulan banget aku di Junior Lagoon Access dan suka banget, kamarnya gede ada sofa bed nya apalagi balcony nya nyambung ke pool nya very happy lah stay disini. Untuk sarapannya walopun buffets tp kita boleh nambah sampe kenyang dan selalu ditanyain apa yg kita mau, mau nambah apa, suka pokoknya sama pelayanan di Melia. Dan emang aku lagi cari hotel yang beach front dan kemana mana juga takut, jadi cari yang banyak kegiatan di hotel tsb. Semoga aku bisa kesini lagi, thanks Melia 💜",Positive,melia bal tidak kecewa sekali ekspektasi mah layan jempol giat lakuin hotel ini canoeing sepeda keliling itdc seru pokok dan banget junior lagoon access suka banget kamar gede sofa bed nya balcony nya nyambung pool nya very bahagia stay sini untuk sarap walopun buffets tapi nambah sampai kenyang ditanyain yang mau nambah apa suka pokok layan melia dan memang cari hotel beach front mana takut cari giat hotel tersebut moga kesini lagi terima kasih melia
59,59,Berthus Yap,Jan 2021,5.0,Bisnis Man,"Saya Stay yg pertama kalinya di Melia bali Nusa Dua , Meskipun Hotelnya sudah Tua tapi khusus Kamar Akses Lagoon Pool nya bagus sekali , Garden yg luas dengan langsung akses pantai nusa dua membuat saya enjoy menikmati holiday , dengan protokoler Covid yg sangat baik dan pelayanan staff yg luar biasa dan tentunya Brrakfast nya mantaabbb bangett ...recomended salah satu hotel di area nusa dua , thank you Melia Bali semoga saya bisa kembali lagi",Positive,saya stay yang kali melia bal nusa dua meski hotel tua khusus kamar akses lagoon pool nya bagus garden yang luas langsung akses pantai nusa enjoy nikmat holiday protokoler covid yang layan staff yang brrakfast nya mantaabbb bangett recomended salah hotel area nusa thank you melia bal moga
60,60,anna maria,Jan 2021,5.0,Holliday,"Tempat menginap yang nyaman,  bersi h,  dekat pantai lagi,  staf staf yang ramah, makanannya juga uenakkk, suasananya yang dekat pantai makin nambah indah untuk di kunjungi,  apalagi sunrise nya mantap 😃😃😃😃😃😃",Positive,tempat inap nyaman bersi pantai lagi staf staf ramah makan uenakkk suasana pantai nambah indah kunjung sunrise nya mantap
61,61,Malaica M,Jan 2021,5.0,Very satisfied stay with 2 children in Melia,"Senang sekali tinggal di Melia. Pelayanan baik, makanan ok, banyak aktivitas untuk anak-anak maupun orang dewasa. Menyediakan extra beds untuk 2 anak kami. Pokoknya hepi banget. Bisa bersepeda, canoeing, burning marshmallow, outdoor movie watching. Thank you, Melia!",Positive,senang tinggal melia layan baik makan ok aktivitas anak orang dewasa sedia extra beds anak kami pokok hepi banget bisa sepeda canoeing burning marshmallow outdoor movie watching thank you melia
62,62,bastianchayadi,Des 2020,3.0,Protokol kesehatan,"Pertama datang, semua protokol kesehatan baik. Begitu beberapa hari tinggal, dan tamu mulai banyak....protokol kesehatan nya menjadi berantakan. Interior kamar dan furniture sudah mulai tua, perlu ada perbaikan dan renovasi ulang.",Negative,pertama datang protokol sehat baik begitu tinggal tamu banyak protokol sehat nya beranta interior kamar furniture tua baik renovasi ulang
63,63,destyadelina,Des 2020,5.0,"Nyaman, aman dan full service","Awal nginep disini reservasi saya di bantu oleh marketing Melia lansung dg Jegeg Mita, beliau sangat cepat tanggap, sebelumnya matur suksma jegeg Mita. Dan pengalaman pertama nginep disini tuh SANGAT memuaskan, apalagi buat keluarga yang membawa anak kecil dimasa pandemi saat ini yang sekalian workcation karena wifi nya kenceng bangeeet (hahaha) di depan kamar kita juga dikasih tulisan selamat datang gitu pakai pasir dan di dalam kamar juga udah disediain cake untuk merayakan Wedding Anniversary kita hihi Oia don't worry yaa buat nginep disini karena dari sesampai nya kita ke kawasan Nusa Dua aja, kita itu udah diminta untuk mengikuti protokol kesehatan mulai dari cek suhu tubuh, cek bagasi mobil, di cek juga mau nginep dimana. Trus pas sampai dihotel nya juga kita di cek suhu…",Positive,awal menginap reservasi bantu marketing melia lansung dengan jegeg mita beliau cepat tanggap matur suksma jegeg mita dan alam menginap itu sangat muas keluarga bawa anak masa pandemi workcation wifi nya kenceng bangeeet hahaha kamar kasih tulis selamat begitu pakai pasir kamar sudah ain cake raya wedding anniversary hihi oia don worry yaa menginap nya kawasan nusa dua saja sudah ikut protokol sehat cek suhu tubuh cek bagasi mobil cek menginap mana terus pas hotel nya cek suhu
64,64,I wayan rudi,Des 2020,5.0,Merayakan ulang tahun bersama keluarga,Pengalaman yang luat biasa bersama keluarga. Tempat yang nyaman untuk liburan. staff juga sangat friendly view laut yang indah dan kolamn renang nya banyak dan  garden yang sangat terluas se yg pernah saya lihat,Positive,alam luat keluarga tempat nyaman libur staff friendly view laut indah kolamn renang nya garden luas yang lihat
65,65,TheresaMi,Des 2020,5.0,Holiday saat Pandemi,Holiday dan tinggal di Melia Bali saat pandemi Covid19 sangat memuaskan dan aman. Melia Bali memberikan Prokes yang sangat baik. Membuat kami sebagai pengunjung nya merasa tenang. Dan support diberikan contohnya: kami harus pergi pagi2 untuk penyeberangan ke Nusa Penida dan kami membutuhkan sarapan pagi lebih cepat. Melia provide sarapan pagi sesuai waktu yang dijanjikan. Dan sarapannya memuaskan. Terima kasih Melia Bali.,Positive,holiday tinggal melia bal pandemi covid19 muas aman melia bal prokes baik buat unjung nya tenang dan support contoh pergi pagi2 seberang nusa penida butuh sarap pagi cepat melia provide sarap pagi sesuai janji dan sarap muas terima kasih melia bal
66,66,Lizt_rainbow,Des 2020,4.0,Liburan keluarga,"Menyenangkan, karena hotel dilengkapi fasilitas kids klub, anak2 sangat suka dengan kegiatan2 kids klub, terutama bakar marshmellow dan menonton film. Anak2 juga suka dengan fasilitas kano dan padel. Sayang makanan di hari 1 dan 2 kurang lengkap dan kurang mematuhi protokol kesehatan. Tapi begitu hari ke 3 mulai ada perbaikan. So far menyenangkan berlibur di Melia Bali.",Positive,senang hotel lengkap fasilitas kids klub anak2 suka kegiatan2 kids klub bakar marshmellow tonton film anak2 suka fasilitas kano padel sayang makan lengkap patuh protokol sehat tapi baik so far senang libur melia bal
67,67,Siti,Des 2020,5.0,Overall Ok di Melia,"Kamar luas, bersih, fasilitas kolam renang OK banget. Lokasi sangat bagus, kami bisa bersepeda di pinggir pantai. Staff sgt ramah. Kebutuhan kami dapat terpenuhi dengan baik. Cuma pilihan menu makanan krg lengkap, mungkin karena pandemi ya. Overall ok banget",Positive,kamar luas bersih fasilitas kolam renang ok banget lokasi bagus sepeda pinggir pantai staff sangat ramah butuh penuh baik cuma pilih menu makan krg lengkap pandemi iya overall ok banget
68,68,Gayus W,Des 2020,5.0,Seluruh staf ramah dan mendapatkan layanan seperti keluarga sendiri,"Seluruh staf ramah, mulai dari kedatangan di lobi, makan pagi tepi pantai sampai check out. Kami mendapatkan layanan seperti keluarga sendiri, terutama ada bule Prancis yang bantuin fotoin kita. Dan ada lagi Mr. Sumartha. kocak, baik hati, dan suka kasih 'surprise' dengan kalimat 'tidak bisa check out sampai jam 1 siang (dengan wajah murung), namun bisa check out nanti jam 2siang. Kudoakan semua sehat yang bekerja di Melia Bali Nusa Dua, luar biasa. suksma. ",Positive,seluruh staf ramah datang lobi makan pagi tepi pantai check out kami layan keluarga sendiri bule prancis bantuin fotoin kita dan mr sumartha kocak hati suka kasih surprise kalimat tidak check out jam siang dengan wajah murung check out jam 2siang doa sehat melia bal nusa dua biasa suksma
