,Customer_name,Date,Rating,Review_Title,Review,Sentimens
69,Gek Marlin,Des 2020,5.0,Best kids club,"Senang sekali melihat anak-anak happy bermain di kids club. Staff nya sangat helpful, care dg anak2 kami serta ramah walaupun kami orang bali yg menginap di hotel ini. Tidak ada diskriminasi local people.  saya perhatikan, Prokes tetap no.1 di sini. Handsanitiser ada di beberapa titik, thermo gun tetap dijalankan pada semua yg datang, face shield dan masker juga tetap digunakan oleh staff.  Sore nya di pantai ada manggang marshmallow. Anak2 happy bahkan mereka dikasi nambah marshmallow. Terimakasih ya Pak Budi bonus marsmallow nya untuk anak2 kami dan juga untuk pak irul yg sabar ngajarin anak2 manggang biar ga gosong marshmallow nya hehehehe  malamnya kami nonton moana di kids club. Free popcorn & mineral water. Dan staff nya walaupun berbeda dg tadi siang, mereka tetap ramah…",Positive
70,Elisabeth,Des 2020,5.0,Nice Hotel di masa pandemi,Liburan di masa pandemi bersama anak2 kita harus mencari hotel yang benar2 menjaga protokol kebersihan yang baik. Semua karyawan disana juga ramah dan baik . Di Melia hotel banyak aktifitas outdoor dan lumayan komplit dan banyak pilihan yang membuat anak2 puas tinggal di melia hotel. Untuk kamar dan seluruh hotel juga bersih dan menerapkan protokol kesehatan yang baik. Sangat puas liburan di melia.,Positive
71,lisbet s,Nov 2020,3.0,Tidak Ramah dengan Tamu Domestik,"Saya menginap 4 malam disini, tapi sangat kecewa ketika pihak restauran Room Service berbohong ketika saya telepon menanyakan menu 1 porsi Steam Rice melalui telepon kamar diinfokan 30ribu++, tapi ternyata 60rb ++ dan ternyata yang anak saya yg sign di bill karena pada saat menerima makanan di kamar anak saya, dan lebih kecewanya lagi bagian Front Office sangat tidak ramah dengan wajah yang tidak ada keramahan sedikitpun, kalopun saya minta diklarifikasi sangat wajar apalagi ternyata menu yang saya pesan tidak dicantumkan di Daftar menu makanan jadi pihak resto bisa seenaknya merubah harga. Sebenarnya ini hanya masalah akan menjadi masalah apabila Bagian Resepsionis yang bernama DEWI bersikap sangat Tidak Ramah dan tidak kasar dalam menjelaskan kesalahpahaman ini. Mohon ini…",Negative
72,Elsa Yolanda,Nov 2020,5.0,Free uprage dan late check out,"Saya mengunjungi bali di masa pandemi seperti ini pasti mencari hotel yang menerapkan protokol kesehatan yang tinggi dan pilihan saya jatuh ke Melia Bali Hotel. Karena kamar di sterilized, semua petugas menggunakan masker (selalu), menyediakan hand sanitizer dimana2.  Petugas juga sangat ramah dan saya mendapatkan free upgrade ke lagoon access dimana kamarnya langsung akses ke lagoon kolam renang, jd bsa langsung nyebur.. Hihi Dan juga yang mengejutkan saya mendapatkan birthday cake dari pihak hotel dan restaurantnya. Di sini kita juga bisa main sepeda, canoeing, dan paddling juga ada tempat penitipan anaknya. Di hari terakhir kami di sini kami jg dapet fasilitas late check out tanpa biaya tambahan. Jd masih bisa main2 di pantai (oh ya Melia ini beachfront hotel jd kita bsa…",Positive
73,Daniel Imanuel S,Nov 2020,5.0,Pengalaman yang Sempurna,Mulai dari awal ketibaan kami disambut dengan sangat ramah. Petugas reservasi juga menyambut dan melayani dengan sangat baik. Kami mendapatkan Early Check-in plus Late Check-out. Kamar dengan view yang luar biasa beserta akses ke private pool menjadikan pengalaman menginap yang sangat berkesan. Kebersihan dan kenyamanan menjadi prioritas utama di hotel ini. Makanan yang disajikan juga ditampilkan dengan cantik dan lezat. Saya sangat merekomendasikan hotel ini dan tentunya akan kembali menginap disini.,Positive
74,jenlynicholas,Nov 2020,5.0,My first in melia bali,Thank you Melia and the team for the welcome and  for a wonderful holiday Pengalaman yg menyenangkan bisa berlibur di bali setelah sekian lama terkurung oleh covid 19 mendapat harga spesial dan menjatuhkan pilihan pada Melia Nusa Dua ,Positive
75,maksumaja1986,Nov 2020,5.0,Liburan di saat pandemic,Hotel melia bali memuaskan saat liburan saya. Hotelnya sangat cocok bagi keluarga maupun pasangan yg akan honeymoon.lokasi hotel juga sangat nyaman.. fasilitas yg sangat memuaskan bagi yg menginao di hotel tersebut,Positive
76,Putu Suardika,Nov 2020,4.0,Long week end yg menyenangkan,"Terima kasih Melia Bali atas pelayanan yg bagus selama kami menginap. Anak anak sangat suka dengan kamar lagoon akses, dan program kid club yang menarik oleh Ibu Sasih, free sepeda untuk keliling Nusa Dua area. Mau nambah sayang lagoon akses full book. Breakfast bagus, sayang staff yg taking order kurang perhatian sehingga apa yang kami pesan tidak tepat waktu. Untung ada atraksi kasi makan tupai di dekat meja jadi semuanya happy..happy holiday. See you next time.  Putu Suardika. ",Positive
77,masyeku,Nov 2020,5.0,Pasti kembali lagi,"Hotel dengan private beach, makanannya enak, hotelnya bersih, aktivitas banyak dihotel ini bikin betah dan gak pengen pulang, free canoeing, naik sepeda keliling hotel gratis. Dapat kamar lagoon pool, anak-anak happy banget bebas berenang kapan aja. Kolam renangnya jernih. Kids club nya banyak aktivitas apalagi pas halloween kemarin. Kopi petani nya enak bangettt, yg senang ngopi wajib cobain. Next ke bali lagi, bakal nginap di hotel ini.",Positive
78,Lingga S,Nov 2020,5.0,Hotel Melia Luar Biasa,"Kami menginap tgl 29 okt 2020 .. Reservasi dibantu Bu Mita yang sangat baik & ramah ..  Harga special & kamar di upgrade ke Laggon access .. Suasana hotel & pantainya yg bersih & indah .. Pelayanannya ramah & cepat 👍👍 Kamar besar, bersih & sudah sesuai protokol covid 👍👍 Anak2 senang bisa berenang sampe malam karena airnya hangat (sampe tidak mau pindah hotel 😁) Bisa main sepeda keliling2 free .. BF nya enak & kenyang (anak2 free ) Roti & nasi gorengnya 👍👍 Kami senang stay di Melia .. Next pasti kami datang lagi .. Tq Melia 😘😍",Positive
79,Sonny G,Okt 2020,5.0,Liburan DItengah Pandemi Yang Luar Biasa,"Setelah lebih dari 30 tahun, akhirnya saya kembali menginap disalah satu hotel yang pernah menjadi favorite saat ke Bali ditahun 80an. Taman tropis yang sangat luas, kolam renang lagoon berukuran besar, pantai yang indah... semua masih tertata dengan rapi dan bersih. Pelayanan tetap prima dan ramah. Yang mengejutkan, kami yang membooking tipe Lagoon Access diupgrade ke villa yang sangat dekat dengan pantai. Sungguh sebuah liburan yang sangat mengesankan ditengah pandemi.... yang pasti, kami akan kembali menginap disini.",Positive
80,susijohana,Agu 2020,5.0,Holiday,"Menginap dimelia bali sangat menyenangkan , walaupun terkesan tua tapi sangat nyaman . Utk kamar sudah direnovasi . Breakfast lumayan masakannya . Pelayanannya sangat baik . Hanya saja sewaktu saya menginap hairdry tdk ada mungkin karena harga promo akibat pademi corona",Positive
81,Iqbal Murdono,Mar 2020,5.0,Exciting Experience,"Kami menginap di Melia Bali pada bulan Feb 2020 kemarin, tepatnya dari tgl 7-10. Kami menginap pada saat ada Oriflame Beauty Enterpreneur Summit 2020 di Bali. Secara keseluruhan, hotelnya bagus, pelayanannya ramah, meskipun dari sisi interior hotelnya, agak berbeda dengan selera saya pribadi. Tapi yang menjadi nilai plus untuk Melia Bali adalah Kids Club nya, selama menginap di sana, anak2 saya selalu main di Kids Club dan betah di sana, karena di situ ternyata banyak kegiatannya, salah satunya ada yoga for kids, lalu ana memanggang marshmelow di pantai, movie night. Pokoknya banyak kegiatan dan bikin anak2 saya betah. Di tambah lagi, staff nya juga sangat ramah, anak saya sampe ngefans terutama dengan Tante Resi dan Om Alep, bahkan sampai sekarang pun anak saya yang cewek masih…",Positive
82,ophankasep,Jan 2020,5.0,hotel luar biasa,"keramahan, fasilitas dan pelayanan yang sangat istimewa. anak dan istri saya sangat senang berada di hotel ini saya akan menginap lagi ke sini apabila berkunjung ke bali salah satu hotel terbaik di bali",Positive
83,Fahmi,Des 2019,5.0,Melia Nusa Dua,"Cocok untuk acara keluarga dan pasangan. Untuk perokok , area smoking masih ada di beberapa tempat dan disediakan meja dan asbak untuk merokok di balkon kamar. Very Recommend untuk stay lebih dari 2 hari/malam.",Positive
84,aziskoesoema,Nov 2019,5.0,Sangat Puas Liburan Keluarga Disini,"Sangat cocok buat liburan keluarga, semua sudah sangat menunjang sekali fasilitas nya. Di recomendasikan banget buat liburan keluarga ke pulau Bali. tempatnya sangat nyaman sekali langsung pinggir pantai.",Positive
85,Sunshine49377228105,Jul 2019,4.0,Menginap 4 malam di melia,"Kami sekeluarga enjoy selama 4 malam tinggal di hotel Melia, terutama karena lingkungannya yang ditata dengan indah, dan fasilitas yang banyak. Dekat dengan bali collection, hanya 5 menit berjalan kaki. Bersebelahan dengan museum pasifika. Pelayanan check in juga sangat memuaskan, semuanya sudah disiapkan sesuai dengan email sebelum kami datang ke hotel. Overall kami sangat puas menginap di hotel Melia..",Positive
86,Yunie_Tan,Feb 2019,5.0,Liburan Bisnis,Hotel Bintang 5 pertama yg saya rasain. Venue nya luas banget dengan view yg bagus nuansa Bali nya kerasa. Room nya enak cuma kamar mandi terlihat kurang fresh  walau masih oke. Taman hotelnya asik karena luas & enak buat jalan kaki dan diterusin dikit nyampe ke pantai. Mau ke hotel sebelah juga deket tinggal jalan. Ga bosen deh klo pun seharian di hotel. Menu sarapan beragam banget cuma rasa ga semewah tampilannya. Harusnya sih bisa ditingkatin lagi. Petugas ramah. Overall Melia adalah hotel yang keren. ,Positive
87,meisytucunan,Jan 2019,5.0,Holiday,"Hotel yg bergaya Bali , ...pool yg bagus , private beach , sangat Nyaman buat menghabiskan liburan Di Bali bersama keluarga . Lobby nya nyaman , Dan Taman Luas .tempat main anak juga bagus  Tiap sore Di pantai disedia in marshmallow buat anak2 .( Seru2an gitu deh ) .  ",Positive
88,Wiryawan,Jan 2019,5.0,best stay,hotel melia bali hotel yang kaya akan tradisi balinya yg kental serta pelayananya yg bagus membuat saya merasa betah disana.serta kamarnya yg nyaman membuat saya nyaman tinggal disana dipadu poolviewnya membuat anak saya senang main air disana bersama istri yg saya cintai...,Positive
89,didik,Des 2018,4.0,The true hotel,"Melia adalah hotel yang pas untuk berlibur bersama keluarga, lokasinya bagus dan nyaman, penataan tamannya indah dan sesuai untuk bersantai menenangkan pikiran, serta privacy cukup terjaga. Crew hotel ramah dan cukup responsif",Positive
90,Iwan I,Nov 2018,5.0,Mantapp,"Pelayanannya over all bagus, untuk ukuran hotel yg bangunannya sudah cukup lama kebersihannya juga terjaga dengan baik, spesial untuk lagoon suit room is very bestTidak menyesal upgrade dr premium room",Positive
91,Pundjung Setya Brata,Jun 2018,4.0,Hotel yg nyaman untuk keluarga,"Menginap 3 malam di hotel ini bersama keluarga, lokasi yang cukup tenang untuk menikmati pantai dan matahari terbit. Sarapan agak antri karena pengunjung penuh dan variety makanan biasa saja. Disediakan fasilitas sepeda yg dapat disewa 5 USD perjam untuk berkeliling nusa dua ataupun sekedar menyusuri pantai melalui jogging track Pelayanan cukup baik dan bersahabat serta cepat tanggap.",Positive
92,Inten S,Mar 2018,5.0,Holiday,"Hotelnya bagus, kamarnya bersih, pelayanan sangat memuaskan, special thank you to pak mandra and team , menu makanan yg bervariasi , sy & keluarga mencoba lunch di sateria restaurant dgn vieq pantai yg sgt indah serta staff yg sangat ramah , terimakasih untuk dewa ardita , aris , wiwin , oki atas pelayanannya , chef kt sumerta & alit yoga , wyn subagia ,budi saputra ,leo  untuk makan siang yg sangat mengesan , sy memutuskan untuk makan malam di sakura restaurant makanannya sgt lezat & suasana teras yg sangat mengesankan terima kasih untuk victor , rika , intan atas pelayanannya serta chef bayu , karang , makanan nya sangat yummy , sy rekomendasikan melia bali tempat yg sangat cocok untuk berlibur bersama keluarga , thank you for all sevices during our holiday , we will.back…",Positive
93,Rahayureka,Jan 2018,5.0,Water Pool yang eksotis dan top,"Melia Bali benar-benar membuat pengunjung merasa nyaman dan betah berlama-lama. Tempatnya yang eksotis dan menghadirkan kesejukan tersendiri, segar, adem dan bersih. disini juga kita dapat menikmati panorama yang luas seperti di pantai, duduk santai sambil sesekali mengambil jeptretan kamera untuk diabadikan menambah kesan yang berharga. yuk kesini, nikmati Melia Bali bersama pasangan anda atau keluarga",Positive
94,kadek endra,Jan 2018,5.0,Best service,"Hotel yang sangat besar , memiliki 5 restaurant, jadi bisa pilih setiap malam dan buffet di breakfast.  Staff yang sangat cepat dan tanggap dengan kami sekeluarga, special untuk mrs. Kuniko yang memperkenalkan dirinya sebagai guest relation yang sangat baik dan memberikan perhatian lebih terhadap kami.  Off at all liburan kali ini sangat menyenangkan.  Terimakasih melia bali  From Fain Family",Positive
95,tjutjukbs,Des 2017,4.0,Hotel Ramah Lingkungan,Hotel ini letaknya strategis menyatu dengan pantai serta mempunyai taman yang indah. Suasananya nyaman dan menyenangkan. Penataannya baik dan serasi. Receptionis dalam menerima kami baik dan ramah. Kamar dan kamar mandi bersih dan nyanan. Desain interior kamar cukup menarik. Menginap disini dapat tidur dengan nyenyak. Akses Wifi baik sehingga internetnya lancar. Kolam renangnya bagus dan menawan. Staff hotel layanannya memuaskan. Masakan di resto variatif dan rasa masakannya enak. Berada disini dapat menikmati keindahan pantai.,Positive
96,Djajadi70,Agu 2017,4.0,Terpelihara dengan sangat baik,"Ketika sampai di lobby hotel, sedikit ada rasa khawatir bahwa hotel ini tidak dapat memberikan banyak hal yang diharapkan dari sebuah hotel mewah di Bali. Usianya yang menginjak 32 tahun, membuatku ragu akan kelayakan hotel ini. Banyak staf hotel yang juga sudah tidak lagi belia.  Ketakutan itu perlahan sirna setelah kami merasakan sendiri menginap 4 malam di hotel ini. Walau Interior hotel terkesan ketinggalan jaman, mungkin itulah daya tariknya, soal kebersihan hotel sangat baik. Kami juga perhatikan sepertinya peralatan kamar mandi dan closed belum terlalu lama di ganti baru.  Pelayanan seluruh staff hotel yang begitu cekatan dan sangat perhatian membuat keluarga kami yang turis domestik merasa betah, walaupun selain keluarga kami, hampir semua penghuni adalah turis asing.…",Positive
97,jhonatanchan,Jun 2017,3.0,hotel yang indah,"saya sangat senang dengan hotel ini, berada di city center. dekat dengan bandara dan pantai yang indah, banyak tradisi bali yang ada di hotel ini, mulai dari bangunannya, penyajiannya dan kamarnya, tapi sayang staff kurang ramah, but over all its great experience.... thanks melia bali make us happy",Negative
98,904anastasiaa,Mei 2017,4.0,akan berubah menjadi luar biasa kalau kekurangan diperbaiki sukses selalu,hanya beberapa yang perlu diperhatikan untuk kebersihan dan ketelitian dan pergantian dan pengalaman yg lebih semua hotel beda beda tapi kalau harga mahal tapi luar biasa puas itu prestasi untuk semua hotel,Positive
99,mayasmitasekartadji,Apr 2017,4.0,Great scenery!,"Pemandangan yang indah di seluruh hotel, pantai yang bagus untuk berenang. Kamar hotel cukup luas dan nyaman. I wish they have softer pillow. Sarapan cukup memuaskan dengan banyak variasi makanan. Great value!",Positive
100,Antonius Widjokongko,Apr 2017,4.0,Hotel Dengan Pantai Yang Indah,"Berada di kawasan eksklusif NusaDua,Bali, dengan kolam renang yang luas dan bagus dengan akses langsung ke pinggir pantai. Pantainya bersih dengan pasir putih, cocok untuk bermain anak-anak. Kamar standard hotel berbintang, fasilitas lengkap, bersih dan nyaman. Suasana hotel sangat nyaman.",Positive
101,AndriTobing,Mar 2017,4.0,Hotel bintang 5 tepi pantai nusa dua,"Menginap 2 malam  Datang di hotel pukul 12, tp belum bisa check in karena kamar belum ready.. Akhirnya memutuskan bermain di pool dan pantai.. Kamar baru ready pukul 14.30 Tiba dikamar, ukuran pas, ada balkon, kamar mandi bersih.. Desain kamar nuansa kayu klasik, hotel tua (sy baca di sejarah hotel, sudah sejak 1985) tapi tetap terawat  Kebersihan kamar lumayan  Sarapan banyak jenisnya. Western, asian, indonesian  Tingkat okupansi ketika berkunjung, sedang ramai ramainya, kebanyakan diisi turis asing, beberapa turis asia, dan nampaknya hanya saya yg dari Indonesia  Pelayanan staf sangat membantu, overall cukup baik dan tidak menyesal dengan harga yg telah dibayarkan",Positive
102,508lilyannal,Des 2016,4.0,Fasilitas lengkap dan cocok utk anak2,"Fasilitas lengkap dan cocok utk anak2, terutama kids club nya yg membuat anak2 kami senang dan menghilangkan rasa bosan mereka ketika di hotel. Namun penjaga nya terkesan lebih care dgn anak2 turis ketimbang kami yg domestik. Kolam renang ditingkatkan lagi kebersihan nya, bnyk daun dr pohon yg berjatuhan sehingga mengganggu ketika berenang. Menu masakan breakfast kurang menyajikan masakan khas Indonesia. Hiburan malam hanya sampai jam 10 malam, stlh itu hotel terasa sepi.",Positive
